player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Ivan Barbashev,STL,0,0,0,1,0,1,0,0.0,20212022
Evgeny Kuznetsov,WSH,0,2,3,1,4,6,1,40.0,20212022
Justin Schultz,WSH,0,0,0,1,0,0,0,,20212022
Arttu Ruotsalainen,BUF,0,0,0,2,0,2,0,0.0,20212022
Colin Miller,BUF,1,0,0,2,0,0,2,,20212022
Tom Wilson,WSH,0,0,0,4,0,1,1,0.0,20212022
Connor McMichael,WSH,0,0,0,0,1,0,0,100.0,20212022
Cody Eakin,BUF,0,0,0,0,18,8,0,69.23076923076923,20212022
Josh Norris,OTT,0,0,0,0,8,5,0,61.53846153846154,20212022
Thomas Chabot,OTT,1,0,1,0,0,0,2,,20212022
Brady Tkachuk,OTT,0,0,3,3,27,24,1,52.94117647058824,20212022
Chris Tierney,OTT,0,1,2,0,7,5,0,58.333333333333336,20212022
Erik Brannstrom,OTT,0,0,1,1,0,0,1,,20212022
Connor Clifton,BOS,0,0,0,0,0,0,2,,20212022
Zachary Sanford,OTT,0,0,2,0,0,0,0,,20212022
Tim Stützle,OTT,1,0,4,2,0,0,0,,20212022
Alex Barré-Boulet,TBL,0,0,1,0,0,0,0,,20212022
Corey Perry,TBL,0,0,1,0,0,0,1,,20212022
Victor Hedman,TBL,1,0,3,0,0,0,0,,20212022
Mathieu Joseph,TBL,0,0,0,0,0,0,1,,20212022
Jason Dickinson,VAN,0,0,0,1,0,1,0,0.0,20212022
Conor Garland,VAN,0,0,2,1,0,0,0,,20212022
Ryan Nugent-Hopkins,EDM,0,1,2,1,0,0,0,,20212022
Zach Hyman,EDM,0,1,0,1,0,0,0,,20212022
Nick Foligno,BOS,2,1,2,2,1,1,3,50.0,20212022
Sam Carrick,ANA,0,1,0,1,13,3,3,81.25,20212022
Marcus Johansson,SEA,0,0,2,0,1,5,0,16.666666666666664,20212022
Jesse Puljujarvi,EDM,0,0,0,1,0,0,1,,20212022
Ryan McLeod,EDM,0,0,0,0,5,1,1,83.33333333333334,20212022
Sean Couturier,PHI,0,0,0,0,3,7,0,30.0,20212022
James van Riemsdyk,PHI,0,0,0,0,0,0,1,,20212022
Jaccob Slavin,CAR,2,4,1,2,0,0,0,,20212022
Carter Hart,PHI,0,0,1,0,0,0,0,,20212022
Jeremy Swayman,BOS,0,0,1,0,0,0,2,,20212022
Pavel Buchnevich,STL,0,0,0,0,0,1,0,0.0,20212022
Colton Parayko,STL,1,0,0,0,0,0,0,,20212022
Jeff Carter,PIT,0,0,1,0,10,4,0,71.42857142857143,20212022
Sidney Crosby,PIT,0,0,1,3,24,15,0,61.53846153846154,20212022
Evan Rodrigues,PIT,0,0,4,0,1,0,0,100.0,20212022
Bryan Rust,PIT,0,0,3,0,0,0,1,,20212022
Robert Hagg,BUF,0,0,0,0,0,0,2,,20212022
Chandler Stephenson,VGK,0,0,3,1,11,9,0,55.00000000000001,20212022
Nicolas Roy,VGK,0,0,0,0,4,4,0,50.0,20212022
Zack MacEwen,PHI,0,0,0,1,0,1,1,0.0,20212022
Joel Farabee,PHI,0,0,1,0,2,1,1,66.66666666666666,20212022
Ivan Provorov,PHI,1,1,2,0,0,0,0,,20212022
Arthur Kaliyev,LAK,0,0,0,0,0,0,1,,20212022
Seth Jarvis,CAR,1,1,5,2,0,1,1,0.0,20212022
Blake Lizotte,LAK,0,0,0,0,0,2,0,0.0,20212022
Noah Hanifin,CGY,0,0,1,0,0,0,0,,20212022
Mika Zibanejad,NYR,1,0,2,0,18,23,0,43.90243902439025,20212022
Chris Kreider,NYR,0,0,1,3,0,0,0,,20212022
Cole Sillinger,CBJ,0,0,0,0,1,2,0,33.33333333333333,20212022
Mark Pysyk,BUF,0,0,0,0,0,0,1,,20212022
Mattias Ekholm,NSH,0,0,1,0,0,0,0,,20212022
Tommy Novak,NSH,0,0,0,0,2,2,0,50.0,20212022
Sam Steel,ANA,0,1,0,0,13,9,0,59.09090909090909,20212022
Timo Meier,SJS,1,0,3,1,0,0,0,,20212022
Kurtis MacDermid,COL,0,0,0,0,0,0,1,,20212022
Gabriel Landeskog,COL,1,0,1,0,5,5,0,50.0,20212022
Mikko Rantanen,COL,1,3,6,0,1,2,0,33.33333333333333,20212022
Nazem Kadri,COL,0,1,3,1,20,16,0,55.55555555555556,20212022
Devon Toews,COL,0,1,1,1,0,0,0,,20212022
Cale Makar,COL,2,1,0,0,0,0,0,,20212022
Alex Newhook,COL,0,0,0,0,1,1,0,50.0,20212022
Tyson Jost,COL,0,0,0,0,0,1,1,0.0,20212022
Valeri Nichushkin,COL,0,1,1,0,0,0,0,,20212022
Jared McCann,SEA,0,1,2,1,2,0,0,100.0,20212022
Joonas Donskoi,SEA,0,0,1,0,0,0,1,,20212022
Ryan Strome,NYR,0,1,3,0,4,2,1,66.66666666666666,20212022
Filip Chytil,NYR,0,1,0,1,1,0,0,100.0,20212022
Nils Lundkvist,NYR,0,0,1,0,0,0,0,,20212022
Cole Caufield,MTL,0,0,0,2,0,0,0,,20212022
Cam Atkinson,PHI,0,0,2,0,0,0,0,,20212022
Brendan Smith,CAR,0,0,0,0,0,0,4,,20212022
Morgan Frost,PHI,0,0,0,0,2,3,0,40.0,20212022
Austin Watson,OTT,0,0,0,0,0,0,2,,20212022
Connor Brown,OTT,0,1,4,0,0,1,0,0.0,20212022
Tyler Ennis,OTT,0,1,3,1,1,1,0,50.0,20212022
Nick Paul,OTT,0,1,0,0,2,3,0,40.0,20212022
Dylan Larkin,DET,0,0,1,0,15,16,1,48.38709677419355,20212022
Tanner Pearson,VAN,0,0,0,0,2,2,0,50.0,20212022
Dmitry Orlov,WSH,0,1,0,0,0,0,0,,20212022
Lars Eller,WSH,0,0,0,0,4,5,0,44.44444444444444,20212022
Vladislav Namestnikov,DET,0,0,0,0,0,0,3,,20212022
Lucas Raymond,DET,0,0,3,1,0,0,0,,20212022
Jason Robertson,DAL,0,1,2,0,0,0,0,,20212022
Adrian Kempe,LAK,0,0,3,1,0,0,1,,20212022
Mark Stone,VGK,0,0,1,0,0,0,0,,20212022
Sam Bennett,FLA,0,1,2,1,8,2,0,80.0,20212022
Carter Verhaeghe,FLA,0,0,0,0,1,0,0,100.0,20212022
Patric Hornqvist,FLA,0,0,0,0,0,0,2,,20212022
Spencer Knight,FLA,0,0,1,0,0,0,0,,20212022
Owen Tippett,FLA,0,1,0,0,0,0,0,,20212022
Victor Olofsson,BUF,0,0,3,2,0,0,0,,20212022
Luke Kunin,NSH,0,0,0,0,1,1,0,50.0,20212022
Blake Coleman,CGY,0,0,1,1,0,0,1,,20212022
Patrick Maroon,TBL,0,0,1,0,1,0,1,100.0,20212022
T.J. Oshie,WSH,0,0,0,2,8,9,1,47.05882352941176,20212022
Simon Benoit,ANA,0,0,0,0,0,0,2,,20212022
Mark Scheifele,WPG,0,0,0,2,9,8,0,52.94117647058824,20212022
Josh Morrissey,WPG,3,0,0,0,0,0,1,,20212022
Nikolaj Ehlers,WPG,1,1,0,3,0,0,0,,20212022
Nate Schmidt,WPG,1,1,0,0,0,0,0,,20212022
Jansen Harkins,WPG,0,1,0,0,0,0,1,,20212022
Vasily Podkolzin,VAN,0,1,1,0,0,0,1,,20212022
Tyson Barrie,EDM,1,0,2,0,0,0,0,,20212022
Darnell Nurse,EDM,0,0,0,1,0,0,0,,20212022
John Hayden,BUF,0,0,0,0,0,0,4,,20212022
Alex Ovechkin,WSH,0,2,2,1,0,0,0,,20212022
Andrew Mangiapane,CGY,0,0,1,1,0,0,0,,20212022
William Karlsson,VGK,0,0,2,0,9,5,0,64.28571428571429,20212022
John Moore,BOS,1,0,0,1,0,0,0,,20212022
Kirill Kaprizov,MIN,0,0,1,1,0,0,0,,20212022
Ryan Donato,SEA,0,0,0,0,2,0,0,100.0,20212022
Jordan Eberle,SEA,0,0,0,1,0,0,0,,20212022
Jaden Schwartz,SEA,0,0,1,0,0,0,1,,20212022
Jack Studnicka,BOS,0,0,1,0,0,0,0,,20212022
Jean-Gabriel Pageau,NYI,0,0,2,0,12,7,1,63.1578947368421,20212022
Josh Bailey,NYI,0,0,1,0,4,0,0,100.0,20212022
Noah Dobson,NYI,1,1,3,0,0,0,0,,20212022
Jesper Fast,CAR,0,1,1,0,0,0,0,,20212022
Adam Erne,DET,0,0,0,0,0,3,1,0.0,20212022
Filip Zadina,DET,0,0,1,0,0,1,0,0.0,20212022
Tyler Bertuzzi,DET,0,1,2,0,0,1,0,0.0,20212022
Moritz Seider,DET,0,1,1,3,0,0,0,,20212022
Jordan Greenway,MIN,0,0,0,0,0,2,0,0.0,20212022
Kevin Fiala,MIN,0,0,3,0,0,0,0,,20212022
Zachary Aston-Reese,PIT,0,0,0,0,0,0,1,,20212022
Sam Lafferty,PIT,0,0,0,0,0,0,1,,20212022
Kris Letang,PIT,0,1,3,2,0,0,0,,20212022
Shayne Gostisbehere,ARI,0,2,0,0,0,0,0,,20212022
Travis Boyd,ARI,0,0,0,1,6,8,0,42.857142857142854,20212022
Derek Grant,ANA,0,0,0,0,13,4,0,76.47058823529412,20212022
Derek Forbort,BOS,0,0,0,0,0,0,3,,20212022
Josh Anderson,MTL,0,0,1,3,0,0,1,,20212022
Rem Pitlick,MTL,0,0,2,0,0,1,0,0.0,20212022
Andrew Poturalski,CAR,0,0,0,0,1,1,0,50.0,20212022
Rasmus Kupari,LAK,0,0,1,0,0,0,0,,20212022
Viktor Arvidsson,LAK,0,0,0,1,0,0,0,,20212022
Christian Wolanin,LAK,0,1,0,0,0,0,0,,20212022
Olli Maatta,LAK,1,0,0,0,0,0,0,,20212022
Brendan Lemieux,LAK,0,0,0,1,0,0,1,,20212022
Stefan Noesen,CAR,0,0,0,1,0,0,0,,20212022
Victor Mete,OTT,0,0,0,0,0,0,1,,20212022
Filip Forsberg,NSH,0,1,1,0,0,0,0,,20212022
Roman Josi,NSH,1,0,0,0,0,0,1,,20212022
Zach Werenski,CBJ,0,1,0,0,0,0,0,,20212022
Trevor Lewis,CGY,0,1,0,0,0,0,0,,20212022
Nathan MacKinnon,COL,0,0,1,2,1,5,0,16.666666666666664,20212022
Mark Kastelic,OTT,0,0,0,0,2,0,0,100.0,20212022
Alex Formenton,OTT,0,1,3,0,0,0,0,,20212022
Jack Roslovic,CBJ,0,0,0,1,9,3,0,75.0,20212022
Patrik Laine,CBJ,0,0,2,0,1,3,0,25.0,20212022
Gustav Nyquist,CBJ,0,0,0,0,1,0,1,100.0,20212022
Peyton Krebs,BUF,0,0,3,0,8,5,1,61.53846153846154,20212022
Brian Boyle,PIT,0,0,0,0,1,0,0,100.0,20212022
Anthony Beauvillier,NYI,0,0,0,0,0,1,0,0.0,20212022
Anthony Duclair,FLA,0,1,2,2,0,0,1,,20212022
MacKenzie Weegar,FLA,0,0,0,0,0,0,1,,20212022
Jonathan Huberdeau,FLA,1,1,2,0,0,0,1,,20212022
Alexander Barabanov,SJS,0,1,2,0,0,0,0,,20212022
Andrew Cogliano,SJS,0,0,0,0,1,0,0,100.0,20212022
Jonah Gadjovich,SJS,0,0,0,0,0,0,3,,20212022
Jake Middleton,SJS,1,0,0,0,0,0,0,,20212022
Jasper Weatherby,SJS,0,0,0,0,1,0,0,100.0,20212022
Jonas Siegenthaler,NJD,0,0,0,0,0,0,1,,20212022
Jack Hughes,NJD,1,1,4,0,1,1,0,50.0,20212022
Anton Blidh,BOS,0,0,0,1,0,0,2,,20212022
Quinn Hughes,VAN,0,0,0,0,0,0,1,,20212022
Austin Czarnik,NYI,0,0,0,0,0,1,0,0.0,20212022
Ryan Poehling,MTL,0,0,1,0,1,3,0,25.0,20212022
Alex Belzile,MTL,0,0,1,1,0,0,0,,20212022
Sami Niku,MTL,0,0,1,0,0,0,0,,20212022
Lukas Vejdemo,MTL,0,0,0,0,0,2,0,0.0,20212022
Brandon Baddock,MTL,0,0,0,1,0,0,0,,20212022
Brayden McNabb,VGK,0,0,0,0,0,0,2,,20212022
Michael Amadio,VGK,0,0,0,0,0,0,1,,20212022
Alex Tuch,BUF,0,0,3,0,0,0,1,,20212022
J.T. Compher,COL,0,0,0,0,4,4,0,50.0,20212022
Morgan Rielly,TOR,0,0,0,0,0,0,2,,20212022
Mackenzie Blackwood,NJD,0,0,1,0,0,0,0,,20212022
Nathan Bastian,NJD,1,0,0,2,0,2,1,0.0,20212022
Janne Kuokkanen,NJD,0,0,1,0,0,0,0,,20212022
Rasmus Ristolainen,PHI,1,0,1,0,0,0,2,,20212022
Travis Konecny,PHI,0,0,0,0,2,0,1,100.0,20212022
Scott Laughton,PHI,0,0,3,0,2,4,0,33.33333333333333,20212022
Keith Yandle,PHI,0,0,0,0,0,0,1,,20212022
Nico Sturm,MIN,0,0,0,0,0,1,0,0.0,20212022
Marcus Foligno,MIN,0,0,0,1,0,0,1,,20212022
Connor Dewar,MIN,0,0,0,0,1,0,0,100.0,20212022
Frederick Gaudreau,MIN,0,0,0,0,1,3,0,25.0,20212022
Curtis Lazar,BOS,0,0,0,0,0,1,2,0.0,20212022
Dmitry Kulikov,MIN,0,0,0,0,0,0,1,,20212022
Marco Rossi,MIN,0,1,0,0,0,1,1,0.0,20212022
Mark Jankowski,BUF,0,0,0,0,1,1,0,50.0,20212022
Dillon Dube,CGY,0,0,1,0,0,0,1,,20212022
Johnny Gaudreau,CGY,0,0,1,0,0,0,0,,20212022
Nikita Kucherov,TBL,0,0,4,2,0,0,2,,20212022
Joe Thornton,FLA,0,1,0,0,0,0,0,,20212022
Frank Vatrano,FLA,0,0,0,0,0,0,1,,20212022
Alexis Lafrenière,NYR,0,0,1,1,0,0,0,,20212022
Jacob Trouba,NYR,0,1,0,1,0,0,1,,20212022
Barclay Goodrow,NYR,0,0,0,0,5,3,1,62.5,20212022
Buddy Robinson,ANA,0,0,0,0,0,1,2,0.0,20212022
Morgan Barron,NYR,0,0,0,0,1,0,0,100.0,20212022
Ryan Lindgren,NYR,0,0,0,0,0,0,1,,20212022
Nicklas Backstrom,WSH,0,2,1,0,8,8,0,50.0,20212022
Alex Killorn,TBL,0,1,1,1,0,0,4,,20212022
Evgeni Malkin,PIT,0,0,1,0,0,1,0,0.0,20212022
Joel Armia,MTL,0,0,1,0,0,0,0,,20212022
Tyler Lewington,BOS,0,0,0,0,0,0,1,,20212022
Kevin Hayes,PHI,0,0,0,0,6,6,1,50.0,20212022
Cam York,PHI,1,0,1,0,0,0,0,,20212022
Eric Robinson,CBJ,0,0,0,0,0,0,1,,20212022
Vladislav Gavrikov,CBJ,0,0,0,0,0,0,1,,20212022
Adam Boqvist,CBJ,2,1,1,0,0,0,0,,20212022
Brandon Duhaime,MIN,0,0,0,0,0,0,2,,20212022
Michael McCarron,NSH,0,0,0,0,0,0,2,,20212022
Eeli Tolvanen,NSH,0,0,0,1,0,0,0,,20212022
